car_names,mileages,ratings,reviews,used/certified,price_drop,price,recommend,certified
2017 Land Rover Range Rover 3.0L Supercharged HSE,93509.0,4.5,"(1,629 reviews)",used,1000,55990.0,0,0
2019 BMW X5 xDrive40i,60626.0,4.3,(956 reviews),bmw certified,551,52762.0,1,0
2020 Nissan Pathfinder SV,43061.0,4.6,(481 reviews),used,2000,28499.0,1,0
2019 Mercedes-Benz C-Class C 300 4MATIC,48841.0,2.7,(307 reviews),mercedes-benz certified,652,38972.0,1,0
2019 BMW X3 xDrive30i,10877.0,4.8,(20 reviews),used,1250,38998.0,1,0
2021 Honda Accord Sport 2.0T,47428.0,4.8,"(4,560 reviews)",honda certified,543,35952.0,1,0
2020 Volvo XC60 T5 Momentum,10571.0,4.3,"(9,744 reviews)",volvo certified,2000,38995.0,1,0
2019 Mercedes-Benz G-Class G 550 4MATIC,15004.0,4.5,(70 reviews),used,1811,159998.0,1,0
2018 BMW X2 sDrive28i,47641.0,4.5,"(2,520 reviews)",used,500,30312.0,1,0
2022 Mercedes-Benz GLC 300 Base,30099.0,4.4,(154 reviews),used,1000,50288.0,1,0
2021 Jeep Grand Cherokee Limited,4570.0,4.9,(746 reviews),used,880,42319.0,1,0
2017 BMW X3 xDrive28i,12501.0,4.8,(3 reviews),used,800,23990.0,1,0
2020 Volvo XC60 T5 Inscription,82171.0,4.9,"(1,548 reviews)",used,2000,39994.0,0,0
2019 Cadillac XT4 Premium Luxury,31210.0,2.9,"(1,515 reviews)",used,1056,36156.0,1,0
2021 Nissan Rogue Platinum,24018.0,4.1,(22 reviews),used,3000,39998.0,1,0
2020 Subaru Ascent Premium 7-Passenger,19221.0,4.6,(83 reviews),subaru certified,1324,35434.0,1,0
2019 Lincoln MKC Reserve,30012.0,4.4,(147 reviews),used,837,33995.0,1,0
2019 GMC Sierra 3500 Denali,23294.0,4.6,(348 reviews),used,600,75252.0,1,0
2021 Lexus GX 460 Base,16785.0,4.6,(666 reviews),used,219,58651.0,0,0
2018 Buick Enclave Essence,12112.0,4.3,(146 reviews),used,900,30735.0,1,0
2020 Toyota Corolla LE,54499.0,4.5,"(1,235 reviews)",used,700,24987.0,1,0
2020 RAM 2500 Limited,13052.0,3.8,(924 reviews),used,500,76995.0,0,0
2019 Lexus IS 300 Base,38758.0,4.4,(570 reviews),used,1000,28966.0,1,0
2019 Jeep Grand Cherokee Limited,39009.0,4.7,(24 reviews),used,1953,37047.0,1,0
2019 Jeep Grand Cherokee Limited,37919.0,4.3,(683 reviews),jeep certified,1000,34990.0,1,0
2016 Ford Explorer Limited,39422.0,4.6,(472 reviews),used,500,24599.0,1,0
2021 Toyota Highlander XLE,69882.0,4.6,"(2,062 reviews)",used,1322,43995.0,1,0
2017 INFINITI QX50 ,16498.0,4.8,(267 reviews),used,4499,25000.0,1,0
2020 Chevrolet Traverse LT Cloth,49572.0,4.7,"(1,636 reviews)",used,500,34250.0,1,0
2020 Subaru Ascent Limited 7-Passenger,42158.0,4.8,(209 reviews),used,445,37500.0,0,0
2019 Audi Q5 Premium Plus,31696.0,4.8,(906 reviews),used,730,42109.0,1,0
2019 BMW 430 Gran Coupe i xDrive,17565.0,4.3,"(1,614 reviews)",used,500,36980.0,0,0
2019 Hyundai Kona SE,22532.0,4.6,(639 reviews),used,2406,21554.0,1,0
2020 Toyota Tundra SR5,22270.0,4.3,(181 reviews),used,500,48988.0,0,0
2019 Lincoln MKZ Reserve I,15440.0,4.8,"(1,473 reviews)",used,500,37900.0,0,0
2016 Toyota Tacoma TRD Sport,38292.0,4.2,"(9,078 reviews)",used,7368,34590.0,1,0
2016 Chevrolet Corvette Z06,22019.0,4.6,"(1,129 reviews)",used,1005,78495.0,1,0
2019 Toyota RAV4 LE,11073.0,4.7,"(1,283 reviews)",used,1046,31750.0,1,0
2020 Chevrolet Suburban LT,11306.0,4.9,"(12,923 reviews)",used,500,50000.0,0,0
2016 BMW X5 xDrive35i,59019.0,3.7,(34 reviews),used,656,26626.0,1,0
2018 BMW 330 i xDrive,88644.0,4.7,(206 reviews),used,613,30987.0,1,0
2016 Audi Q5 3.0T Premium Plus,53728.0,4.6,(187 reviews),used,841,27995.0,1,0
2021 Kia Sorento LX,60536.0,4.7,"(2,603 reviews)",used,1782,31497.0,1,0
2019 Toyota RAV4 LE,46609.0,4.8,"(4,552 reviews)",used,1076,27500.0,1,0
2017 Honda CR-V EX-L,12188.0,4.8,"(2,069 reviews)",used,582,27590.0,1,0
2021 Toyota RAV4 Hybrid LE,49860.0,4.4,(495 reviews),used,3151,36843.0,1,0
2020 Toyota Tundra Platinum,20325.0,4.6,(177 reviews),used,1028,55824.0,1,0
2019 Subaru Forester Limited,23817.0,3.6,(14 reviews),used,339,32714.0,0,0
2019 BMW 540 i xDrive,18384.0,4.8,(718 reviews),used,1898,42792.0,1,0
2021 BMW X5 xDrive40i,41099.0,4.4,"(1,760 reviews)",used,1100,61202.0,1,0
2019 Alfa Romeo Giulia Base,21906.0,4.3,"(1,341 reviews)",used,1500,33880.0,1,0
2021 Honda Pilot EX-L,41226.0,4.8,"(1,558 reviews)",used,501,40208.0,1,0
2020 Volvo XC60 T5 Momentum,36075.0,4.2,(803 reviews),used,490,40000.0,0,0
2018 Porsche 911 Turbo S,50281.0,4.8,(164 reviews),used,1002,187594.0,1,0
2018 Chevrolet Tahoe LT,14090.0,4.7,"(1,575 reviews)",used,1000,42491.0,1,0
2019 Mercedes-Benz AMG E 63 S 4MATIC,62078.0,4.2,(67 reviews),used,1495,97898.0,1,0
2011 Honda CR-Z EX,26391.0,4.6,"(1,003 reviews)",used,205,13111.0,1,0
2019 Kia Sorento L,94976.0,4.5,(114 reviews),used,500,27916.0,0,0
2020 Tesla Model Y Long Range,29609.0,4.7,(144 reviews),used,1250,67521.0,1,0
2018 Audi Q7 3.0T Premium Plus,24795.0,4.7,(140 reviews),used,1000,38928.0,1,0
2021 Ford F-150 XLT,59065.0,4.7,"(6,038 reviews)",used,990,68255.0,1,0
2020 Subaru Outback Premium,17643.0,3.5,(16 reviews),used,357,34860.0,0,0
2019 Toyota RAV4 XLE,11941.0,4.6,"(1,963 reviews)",used,500,30982.0,1,0
2019 Nissan Murano SL,11715.0,4.4,(343 reviews),nissan certified,193,33914.0,1,0
2020 Cadillac XT4 Premium Luxury,29293.0,4.8,(494 reviews),cadillac certified,700,38562.0,1,0
2018 BMW X1 xDrive28i,24365.0,4.7,(15 reviews),used,1000,29999.0,1,0
2021 Ford F-150 XLT,47631.0,4.7,"(1,193 reviews)",used,2067,55450.0,1,0
2019 Ford F-150 Raptor,16580.0,4.4,"(1,316 reviews)",used,992,65127.0,1,0
2019 GMC Acadia SLE-1,47964.0,4.8,(700 reviews),used,504,28932.0,1,0
2019 Chevrolet Colorado WT,32165.0,4.8,"(5,142 reviews)",used,1800,28490.0,1,0
2019 Honda CR-V EX-L,32598.0,4.5,(616 reviews),used,5300,33497.0,1,0
2021 Lexus RX 350 Base,2482.0,4.6,(666 reviews),used,306,51981.0,0,0
2019 Audi Q5 2.0T Premium Plus,12461.0,4.6,(573 reviews),used,434,38298.0,0,0
2020 Ford Fusion Titanium,36555.0,4.6,"(2,673 reviews)",used,748,22298.0,1,0
2018 Chevrolet Equinox 1LT,43088.0,4.1,"(2,094 reviews)",used,3000,21801.0,1,0
2019 Chevrolet Traverse Premier,38293.0,4.7,(660 reviews),used,1040,45991.0,1,0
2020 Tesla Model Y Long Range,16582.0,4.4,(215 reviews),used,250,69899.0,0,0
2021 Tesla Model Y Long Range,62826.0,4.6,(322 reviews),used,983,71000.0,1,0
2019 Alfa Romeo Giulia Base,32729.0,4.2,(23 reviews),used,1102,30488.0,1,0
2018 Buick Encore Preferred,59441.0,4.9,"(21,777 reviews)",used,200,18499.0,1,0
2019 Ford Edge Titanium,45814.0,4.7,"(1,497 reviews)",used,260,32900.0,1,0
2018 Honda Odyssey EX-L,11606.0,4.2,(71 reviews),used,300,34670.0,1,0
2019 Ford F-150 Lariat,49739.0,4.6,(339 reviews),used,1000,59995.0,1,0
2020 Nissan Rogue SV,16286.0,4.2,(861 reviews),used,200,25759.0,1,0
2020 Honda Civic EX-L,49658.0,4.8,(301 reviews),used,1000,31700.0,1,0
2021 Hyundai Palisade Limited,14796.0,4.9,(811 reviews),used,500,49641.0,0,0
2021 Honda CR-V EX-L,30955.0,4.6,"(1,629 reviews)",honda certified,2033,37604.0,1,0
2019 Subaru Crosstrek 2.0i Premium,12352.0,4.7,"(5,762 reviews)",used,500,27995.0,1,0
2020 Kia Sorento LX,21229.0,4.2,(196 reviews),used,995,27000.0,1,0
2019 Subaru Legacy 2.5i Premium,49923.0,3.4,(28 reviews),used,473,25125.0,0,0
2021 Toyota Corolla LE,47775.0,4.7,"(1,789 reviews)",used,1096,23977.0,1,0
2020 Acura TLX FWD,40009.0,4.6,(147 reviews),used,600,30495.0,1,0
2014 Nissan Pathfinder SV,34515.0,4.9,(428 reviews),used,1000,13990.0,1,0
2021 BMW X3 xDrive30i,83893.0,4.5,(139 reviews),bmw certified,1172,45635.0,1,0
2018 Cadillac XT5 Luxury,19618.0,4.1,(134 reviews),used,2210,34000.0,1,0
2020 Lexus RX 350L Base,17828.0,4.7,"(1,367 reviews)",used,1000,48698.0,1,0
2020 Nissan Pathfinder SL,33210.0,3.9,(7 reviews),used,500,30498.0,0,0
2021 Lexus RX 350 Base,25448.0,4.7,"(1,885 reviews)",used,1000,50900.0,1,0
2019 Honda CR-V EX-L,15015.0,4.6,(367 reviews),used,100,32490.0,1,0
2018 Ford F-150 XLT,34187.0,4.9,"(3,863 reviews)",used,200,29498.0,1,0
2019 Mercedes-Benz CLA 250 Base,65898.0,2.3,(49 reviews),used,1000,33299.0,1,0
2019 Buick Encore Preferred,22948.0,4.5,(749 reviews),used,1000,23799.0,1,0
2017 Kia Sportage SX Turbo,44993.0,3.4,(75 reviews),used,1000,23479.0,1,0
2020 Acura TLX V6 w/Technology Package,81429.0,4.7,(434 reviews),acura certified,600,39500.0,1,0
2020 Toyota Tacoma SR5,16981.0,4.6,"(1,192 reviews)",used,2466,35498.0,1,0
2021 Ford F-150 Lariat,22171.0,4.8,(956 reviews),used,1000,61773.0,1,0
2019 Chevrolet Suburban LT,19630.0,4.3,(121 reviews),used,2109,43900.0,1,0
2021 Dodge Charger R/T,80069.0,4.3,"(4,508 reviews)",used,300,41000.0,0,0
2020 Chevrolet Silverado 1500 Custom,15054.0,4.4,(807 reviews),used,3642,37699.0,1,0
2019 Honda CR-V EX-L,17002.0,4.8,"(2,752 reviews)",honda certified,498,32813.0,1,0
2020 Tesla Model Y Long Range,17875.0,4.9,"(1,121 reviews)",used,1240,68995.0,1,0
2017 Mercedes-Benz GLA 250 Base 4MATIC,39151.0,4.8,"(2,524 reviews)",used,1839,30975.0,1,0
2019 Ford F-150 Lariat,17605.0,4.8,(450 reviews),used,462,43000.0,0,0
2021 Cadillac Escalade Premium Luxury,49469.0,4.6,"(1,133 reviews)",used,200,104995.0,0,0
2021 Kia Sportage LX,4053.0,4.7,"(1,140 reviews)",kia certified,400,26406.0,1,0
2019 Honda CR-V EX,14405.0,4.8,"(3,914 reviews)",used,200,26925.0,1,0
2020 Honda CR-V EX-L,63404.0,4.9,"(2,634 reviews)",honda certified,539,35690.0,1,0
2019 Ford Edge SE,15583.0,4.9,(467 reviews),used,2012,25000.0,1,0
2019 BMW X5 xDrive40i,49167.0,4.6,(573 reviews),used,555,53988.0,1,0
2021 RAM 1500 Laramie,20207.0,4.8,(511 reviews),used,500,49432.0,0,0
2020 Hyundai Venue SEL,17343.0,4.9,"(21,777 reviews)",used,500,22999.0,1,0
2018 Lexus RX 350 350,19316.0,4.8,"(2,794 reviews)",used,700,38500.0,1,0
2020 Jeep Grand Cherokee Limited,24897.0,4.6,"(5,945 reviews)",used,921,35992.0,1,0
2021 Hyundai Tucson SE,10637.0,4.4,(165 reviews),used,2000,23800.0,1,0
2021 Ford F-150 Lariat,15776.0,4.9,"(2,267 reviews)",used,2000,58869.0,1,0
2018 Tesla Model S 100D,17271.0,3.5,(143 reviews),used,1140,67950.0,0,0
2020 Mercedes-Benz GLC 300 Base 4MATIC,32509.0,4.6,(816 reviews),mercedes-benz certified,2000,43977.0,1,0
2020 Hyundai Santa Fe SEL 2.4,18963.0,4.7,"(1,417 reviews)",used,1617,30952.0,1,0
2019 Lexus GX 460 Base,13410.0,4.0,(26 reviews),used,2027,49993.0,1,0
2021 Tesla Model 3 Standard Range Plus,18256.0,4.5,(754 reviews),used,1500,55855.0,1,0
2020 Lincoln Aviator Reserve AWD,2884.0,4.7,(799 reviews),used,4002,55989.0,1,0
2019 Honda CR-V EX,26601.0,4.5,"(1,428 reviews)",used,997,29988.0,1,0
2019 BMW X3 xDrive30i,45206.0,4.8,(3 reviews),used,700,38998.0,1,0
2021 Ford F-150 Lariat,41625.0,4.9,(370 reviews),used,990,129991.0,1,0
2021 Land Rover Range Rover Sport HSE Silver Edition,12284.0,4.6,(315 reviews),used,500,85722.0,0,0
2019 Nissan Murano SL,30146.0,3.9,(14 reviews),used,819,25695.0,1,0
2020 Cadillac XT4 Premium Luxury,36458.0,4.2,(89 reviews),cadillac certified,1195,41888.0,1,0
2014 Ford Mustang GT Premium,10537.0,4.0,(17 reviews),used,2531,29995.0,1,0
2019 BMW X4 xDrive30i,36688.0,4.2,(801 reviews),used,1424,43395.0,1,0
2020 Land Rover Range Rover Evoque SE,19152.0,4.5,(49 reviews),used,1000,44900.0,1,0
2019 Chevrolet Trax LS,26174.0,4.8,(501 reviews),used,200,21729.0,1,0
2019 Acura RDX Technology Package,35811.0,4.7,(205 reviews),acura certified,200,39990.0,1,0
2020 Volkswagen Jetta 1.4T S,20561.0,4.9,"(1,973 reviews)",volkswagen certified,4413,25451.0,1,0
2021 Mercedes-Benz GLC 300 Base,16152.0,4.3,"(1,341 reviews)",mercedes-benz certified,334,41982.0,1,0
2017 INFINITI QX80 Base,16651.0,4.5,(227 reviews),used,268,41990.0,0,0
2020 BMW X3 xDrive30i,66500.0,4.9,"(4,719 reviews)",bmw certified,2007,45551.0,1,0
2020 Kia Telluride SX,21278.0,4.7,(713 reviews),used,261,45187.0,0,0
2020 Jeep Compass Trailhawk,63505.0,4.8,"(1,788 reviews)",used,200,23991.0,1,0
2019 GMC Terrain SLT,43442.0,4.5,(563 reviews),gmc certified,500,30300.0,1,0
2019 Cadillac XT5 Luxury,17922.0,4.7,"(1,358 reviews)",used,1235,31480.0,1,0
2019 BMW X5 xDrive40i,61764.0,4.5,"(1,547 reviews)",bmw certified,230,53743.0,1,0
2021 Toyota Venza XLE,21115.0,4.7,(502 reviews),used,826,48000.0,1,0
2020 Jeep Grand Cherokee Limited,13610.0,4.8,"(1,418 reviews)",jeep certified,289,39000.0,1,0
2021 Hyundai Santa Fe Calligraphy,37668.0,4.8,(652 reviews),used,600,43995.0,1,0
2021 Volkswagen Passat 2.0T S,25771.0,4.7,(311 reviews),volkswagen certified,478,23821.0,1,0
2020 Buick Envision Essence,19604.0,4.8,"(2,342 reviews)",used,200,35070.0,1,0
2018 Ford Explorer XLT,28757.0,4.6,(573 reviews),used,1000,26499.0,1,0
2014 Audi Q5 2.0T Premium Plus,71750.0,4.8,(890 reviews),used,752,18288.0,1,0
2019 RAM 1500 Laramie,75330.0,4.6,"(2,299 reviews)",used,1550,38450.0,1,0
2018 Toyota RAV4 LE,58236.0,4.6,"(2,062 reviews)",toyota certified,500,25998.0,1,0
2021 Toyota RAV4 LE,81038.0,4.6,(850 reviews),toyota certified,549,31836.0,1,0
2019 Honda CR-V EX,11142.0,4.7,(686 reviews),honda certified,310,30681.0,1,0
2019 BMW X5 xDrive40i,33874.0,4.8,(944 reviews),bmw certified,500,58992.0,1,0
2019 Honda Pilot Touring 7-Passenger,32455.0,4.8,(439 reviews),used,354,39750.0,0,0
2019 Nissan Rogue Sport S,40873.0,4.1,(227 reviews),used,1000,22495.0,1,0
2017 BMW X3 xDrive28i,19430.0,3.5,(11 reviews),used,100,28998.0,0,0
2019 Honda CR-V EX-L,54092.0,4.7,"(2,103 reviews)",honda certified,1163,28995.0,1,0
2020 Ford Escape Titanium,47194.0,3.6,(56 reviews),used,200,30504.0,0,0
2021 Audi A4 40 Premium Plus,51123.0,4.9,"(1,094 reviews)",used,500,42999.0,0,0
2020 Toyota Camry SE,14948.0,3.4,(70 reviews),used,1360,28917.0,1,0
2022 Tesla Model 3 Long Range,18491.0,4.6,(800 reviews),used,299,66037.0,0,0
2019 BMW X3 xDrive30i,2230.0,4.5,(797 reviews),used,993,45035.0,1,0
2017 Kia Forte LX,15947.0,5.0,(72 reviews),used,829,18590.0,1,0
2021 BMW X5 xDrive40i,41065.0,4.6,(757 reviews),used,1940,63732.0,1,0
2019 Toyota 4Runner Limited,17702.0,4.8,"(1,949 reviews)",used,9000,45725.0,1,0
2019 Hyundai Tucson SE,53983.0,4.4,(0 reviews),used,1000,25000.0,1,0
2022 Hyundai Kona SEL,41124.0,4.4,(165 reviews),used,900,24000.0,1,0
2019 Toyota RAV4 LE,10574.0,4.2,"(1,106 reviews)",used,799,29995.0,1,0
2019 Volvo XC90 T6 R-Design,16270.0,4.9,(176 reviews),used,1000,47990.0,1,0
2019 Volvo XC60 T6 Momentum,39521.0,4.7,"(1,927 reviews)",used,552,40990.0,1,0
2019 Mercedes-Benz GLS 450 Base 4MATIC,21899.0,4.5,"(3,487 reviews)",mercedes-benz certified,707,48998.0,1,0
2017 BMW X3 xDrive28i,51008.0,4.4,(61 reviews),used,733,31900.0,1,0
2020 Ford Escape Titanium,34042.0,4.7,(74 reviews),used,1329,36950.0,1,0
2019 Honda Accord EX,12064.0,4.8,(605 reviews),used,2159,29550.0,1,0
2019 Honda Pilot Touring 7-Passenger,20783.0,4.8,(439 reviews),used,160,42250.0,0,0
2021 Subaru Outback Limited,17236.0,4.8,(967 reviews),subaru certified,1000,38988.0,1,0
2020 BMW X3 xDrive30i,21408.0,4.5,(218 reviews),used,800,41907.0,1,0
2021 Mercedes-Benz C-Class C 300 4MATIC,28156.0,3.5,(428 reviews),used,1008,44026.0,0,0
2021 Lamborghini Urus Base,10716.0,4.8,(16 reviews),used,1300,319000.0,1,0
2020 Dodge Durango GT,8250.0,4.1,"(1,670 reviews)",dodge certified,200,37937.0,1,0
2019 Jeep Grand Cherokee Limited,41370.0,4.5,(177 reviews),used,1000,33900.0,1,0
2020 Honda CR-V EX,24962.0,4.7,"(1,481 reviews)",used,202,32259.0,1,0
2007 Ford Explorer XLT,17095.0,4.5,"(1,789 reviews)",used,970,5977.0,1,0
2019 Nissan Pathfinder Platinum,111939.0,4.3,(161 reviews),used,4000,34490.0,1,0
2018 Toyota RAV4 LE,24483.0,4.8,(22 reviews),used,300,26992.0,1,0
2019 Audi Q5 2.0T Premium Plus,39639.0,4.8,"(1,790 reviews)",used,956,39998.0,1,0
2020 Ford Fusion SEL,32282.0,4.5,"(1,363 reviews)",used,6511,24500.0,1,0
2021 INFINITI QX50 Luxe,46390.0,4.5,(71 reviews),infiniti certified,1070,38499.0,1,0
2019 Tesla Model 3 Standard Range Plus,19842.0,4.8,"(2,467 reviews)",used,2000,49981.0,1,0
2019 Chevrolet Suburban LT,12115.0,4.2,"(3,813 reviews)",used,3200,47264.0,1,0
2020 Chevrolet Traverse LT Cloth,66551.0,4.5,(162 reviews),used,116,36767.0,1,0
2021 Toyota RAV4 LE,13885.0,4.1,(656 reviews),used,2517,29669.0,1,0
2015 GMC Acadia Denali,46807.0,5.0,(66 reviews),used,200,20500.0,1,0
2019 INFINITI QX60 Luxe,135180.0,4.1,(1 review),used,6000,38888.0,0,0
2021 Tesla Model Y Long Range,10916.0,4.9,(154 reviews),used,527,70701.0,1,0
2020 Honda CR-V EX,22166.0,4.7,"(4,402 reviews)",used,495,34733.0,1,0
2021 Toyota Corolla LE,11507.0,4.7,"(4,239 reviews)",used,501,24714.0,1,0
2020 Ford Fusion Titanium,29652.0,4.7,(957 reviews),used,354,25000.0,1,0
2019 Lincoln MKZ Reserve I,68955.0,4.9,(188 reviews),used,2000,36644.0,1,0
2017 Lincoln MKX Reserve,31550.0,4.9,"(5,451 reviews)",used,3000,31000.0,1,0
2016 Toyota Highlander Limited,32929.0,4.8,(716 reviews),used,597,26490.0,1,0
2021 Tesla Model Y Long Range,104890.0,3.1,(14 reviews),used,1331,73998.0,0,0
2020 Kia Sorento LX,11340.0,4.8,"(1,855 reviews)",used,998,24900.0,1,0
2019 Jeep Grand Cherokee Limited,49829.0,4.7,(39 reviews),used,541,30920.0,1,0
2020 Nissan Rogue SV,63604.0,4.5,"(1,807 reviews)",used,500,23995.0,1,0
2018 Ford Explorer XLT,14686.0,4.8,(615 reviews),used,1463,33997.0,1,0
2019 Ford Edge Titanium,48265.0,4.5,(56 reviews),ford certified,193,32397.0,1,0
2016 Dodge Challenger SRT Hellcat,51626.0,4.8,(909 reviews),used,2000,61500.0,1,0
2019 Ford Edge ST,21701.0,4.8,(417 reviews),ford certified,2003,34967.0,1,0
2018 Ford Explorer Limited,35770.0,4.5,(408 reviews),ford certified,714,30997.0,1,0
2021 GMC Yukon XL Denali,84754.0,3.3,(33 reviews),used,498,86000.0,0,0
2018 Honda CR-V Touring,39139.0,4.2,(420 reviews),used,639,29459.0,1,0
2021 Dodge Challenger R/T Scat Pack,52899.0,4.3,(133 reviews),used,500,46000.0,0,0
2020 Acura MDX 3.5L w/Technology Package,19280.0,4.7,(373 reviews),used,2400,41000.0,1,0
2020 Chevrolet Traverse LT Cloth,29193.0,4.2,(162 reviews),used,400,35497.0,1,0
2019 Ford Explorer XLT,18255.0,4.8,"(1,746 reviews)",used,200,29998.0,1,0
2018 Audi R8 5.2 quattro Plus,30784.0,4.4,(84 reviews),used,1000,177628.0,1,0
2004 Ford F-250 XLT,15320.0,2.9,(19 reviews),used,2000,12995.0,1,0
2018 Toyota RAV4 XLE,80324.0,4.7,"(1,188 reviews)",toyota certified,427,32992.0,1,0
2018 Lexus RX 350 350,19077.0,4.7,"(6,038 reviews)",used,1108,40302.0,1,0
2014 Mercedes-Benz E-Class E 350,21692.0,3.5,(11 reviews),used,1000,26998.0,1,0
2018 BMW 330 i xDrive,54315.0,4.1,(303 reviews),used,280,29995.0,1,0
2015 Ford Explorer XLT,49702.0,4.3,(699 reviews),used,695,21475.0,1,0
2021 Mercedes-Benz S-Class S 580 4MATIC,96688.0,4.8,(420 reviews),used,1128,119997.0,0,0
2021 BMW X3 xDrive30i,12979.0,4.9,(692 reviews),bmw certified,3001,44500.0,1,0
2020 Cadillac XT4 Premium Luxury,22819.0,4.9,"(2,791 reviews)",cadillac certified,1999,37353.0,1,0
2020 Ford Explorer Limited,23215.0,4.9,"(12,923 reviews)",used,2000,41500.0,1,0
2020 Chevrolet Tahoe LT,16644.0,4.4,"(4,890 reviews)",chevrolet certified,190,44500.0,1,0
2019 Kia Sportage LX,61106.0,4.8,"(1,548 reviews)",used,500,23994.0,1,0
2019 Toyota 4Runner Limited,18562.0,4.6,(256 reviews),used,500,48500.0,0,0
2020 RAM 1500 Limited,24532.0,4.7,(232 reviews),used,1300,56032.0,1,0
2019 Audi Q5 2.0T Premium Plus,45572.0,4.6,(590 reviews),used,511,37495.0,1,0
2021 Toyota Camry LE,42629.0,4.7,"(1,997 reviews)",toyota certified,2999,26988.0,1,0
2021 Mercedes-Benz GLA 250 Base,23562.0,4.7,"(1,245 reviews)",mercedes-benz certified,3000,49007.0,1,0
2022 Nissan Pathfinder Platinum,12929.0,4.8,(721 reviews),used,500,54900.0,0,0
2019 Chevrolet Equinox LS,11366.0,4.1,(79 reviews),used,507,23995.0,1,0
2019 GMC Terrain Denali,29500.0,4.9,"(1,079 reviews)",gmc certified,400,34135.0,1,0
2019 Ford Edge SEL,43787.0,4.6,"(1,082 reviews)",used,259,32991.0,1,0
2020 Honda CR-V EX-L,61727.0,4.6,"(1,412 reviews)",honda certified,2812,35348.0,1,0
2018 Ford Escape SE,30378.0,4.9,"(1,482 reviews)",used,500,23863.0,1,0
2015 Honda Odyssey Touring Elite,19202.0,4.4,(745 reviews),used,415,24981.0,1,0
2020 INFINITI QX80 LUXE,81231.0,4.5,(877 reviews),used,100,46588.0,0,0
2020 Ford Fusion SE,64731.0,4.4,(795 reviews),used,499,26995.0,1,0
2019 BMW X3 xDrive30i,49949.0,4.4,(734 reviews),bmw certified,5000,39569.0,1,0
2020 Tesla Model 3 Performance,16375.0,4.1,(775 reviews),used,624,60990.0,1,0
2020 Honda Pilot EX-L,30578.0,4.8,(234 reviews),honda certified,150,42850.0,1,0
2016 GMC Yukon Denali,17451.0,4.5,"(1,092 reviews)",used,598,46993.0,1,0
2019 Jeep Grand Cherokee Limited,58767.0,4.8,"(1,111 reviews)",used,200,34995.0,1,0
2019 Toyota Camry SE,60826.0,4.0,(69 reviews),used,1110,27795.0,1,0
2015 Ford F-150 Platinum,18827.0,4.8,(433 reviews),used,2047,36381.0,1,0
2021 Lexus LX 570 Three-Row,88402.0,4.8,"(1,548 reviews)",used,100,94994.0,0,0
2021 Toyota Sequoia Nightshade,7241.0,4.4,(348 reviews),used,1386,68686.0,1,0
2020 Nissan Rogue SV,25242.0,4.6,"(1,053 reviews)",used,1200,25384.0,1,0
2021 Volvo XC60 T6 Inscription,65549.0,4.7,"(1,680 reviews)",volvo certified,1500,53968.0,1,0
2019 Audi Q7 55 Premium Plus,11090.0,4.6,(971 reviews),used,1166,46948.0,1,0
2017 Cadillac XT5 Luxury,35596.0,4.5,(838 reviews),used,200,27500.0,1,0
2020 Ford Fusion Titanium,54706.0,4.4,(20 reviews),used,436,29895.0,1,0
2018 Toyota Camry SE,62730.0,4.3,(131 reviews),used,945,23109.0,1,0
2019 Jeep Grand Cherokee Limited,68984.0,4.6,(492 reviews),used,228,35988.0,1,0
2019 Subaru Outback 2.5i Limited,19934.0,4.7,(255 reviews),used,1000,30995.0,1,0
2020 Ford Explorer ST,34677.0,4.3,(152 reviews),used,1135,49995.0,1,0
2019 Audi Q5 2.0T Premium Plus,30637.0,4.6,(499 reviews),used,600,37999.0,1,0
2019 Mercedes-Benz GLC 300 Base 4MATIC,20920.0,4.8,"(5,715 reviews)",used,100,37900.0,0,0
2018 Honda CR-V EX-L,33406.0,4.6,(457 reviews),used,1600,28981.0,1,0
2018 Nissan Rogue SL,49591.0,4.3,(238 reviews),used,200,24304.0,1,0
2015 Lexus RX 350 Base,64450.0,3.7,(3 reviews),used,1490,32999.0,1,0
2019 Cadillac XT5 Luxury,56625.0,4.7,(24 reviews),used,333,34300.0,1,0
2017 BMW X3 xDrive28i,34181.0,4.5,"(1,818 reviews)",used,100,23490.0,1,0
2020 BMW X7 xDrive40i,81485.0,4.5,(612 reviews),used,440,69073.0,0,0
2019 Mercedes-Benz E-Class E 300,24587.0,4.3,(109 reviews),used,758,41995.0,1,0
2021 Toyota RAV4 LE,21229.0,4.8,"(2,310 reviews)",toyota certified,1035,32495.0,1,0
2021 INFINITI QX80 SENSORY,42629.0,4.6,(77 reviews),used,228,77461.0,0,0
2017 Lexus GS 350 Base,10230.0,4.8,(269 reviews),used,1000,36995.0,1,0
2015 BMW M4 Base,64054.0,4.6,(143 reviews),used,1106,45000.0,1,0
2019 Honda CR-V EX-L,54000.0,4.6,(166 reviews),honda certified,800,34562.0,1,0
2019 Audi A4 2.0T Premium,14635.0,4.8,"(1,539 reviews)",used,1960,29724.0,1,0
2020 Lexus GX 460 Base,19995.0,3.9,(7 reviews),used,500,55999.0,0,0
2019 Mercedes-Benz GLC 300 Base 4MATIC,26362.0,4.5,(174 reviews),used,1000,34666.0,1,0
2018 Land Rover Range Rover Velar P380 S,14395.0,3.5,(100 reviews),used,1300,47999.0,0,0
